# gate_wiring.tsv — THE ONE POPULATION OF scripts/test_gate_*.sh, WITH A CLASS COLUMN.
#
# ⛔ READ scripts/util_gate_wiring.py BEFORE EDITING THIS FILE BY HAND. It is the only thing that writes it,
#    and every rule below is enforced there rather than trusted here.
#
# WHY IT IS ONE FILE AND NOT TWO. hq_S asked for the RULING/TASK split by analogy to UNGRADABLE vs UNGRADED,
# and offered two files or one file with a class column. ONE FILE, because THE FAILURE WE BOTH FEAR IS A NAME
# THAT APPEARS IN NEITHER LIST, and two files make that state easy to reach and hard to see. The property
# worth protecting is not "each list is right", it is "EVERY NAME IS IN EXACTLY ONE BUCKET" — and only a
# single population can check that.
#
# columns: gate <TAB> class <TAB> reason <TAB> declared_by <TAB> declared_utc
#   WIRED   reachable from `make test` / `make test-postoffice` today. MEASURED, so no reason and no declarer.
#           ⛔ A WIRED name that stops being reachable is THE REFUSAL this file exists for, and the check
#           NAMES it. The floor is the SET OF NAMES, never the count: 64 to 64 with one name
#           dropped and another added is a green ratchet over a real regression.
#   RULING  deliberately out of make test. ⛔ REASON AND DECLARER REQUIRED, refused if blank, taken at the
#           moment of exemption from the person exempting it. An exemption list that accepts a blank reason
#           is the new silent backlog with a tidier name.
#   TASK    unwired, and nobody has ruled. THE DEBT. Capped by TASK-CEILING below, which `adopt` lowers and
#           never raises, so a newly landed unwired gate cannot join it silently: its author's two honest
#           options are WIRE IT or RULE IT WITH A REASON.
#
# ⭐ THE STATE AT INSTALLATION (measured 2026-09-06, hq_T, row requested by hq_S / ceo CEO-326):
#   282 gates on disk · 92 reachable · 8 ruled out · 181 TASK.
#   UNWIRED IS THE NORM HERE, roughly two in three — which is why this is a RATCHET and not the census that
#   was asked for. A check that arrives red on 181 lines is muted on day one, and a muted check is worse than
#   no check because it looks like coverage. The 181 are a NAMED, MEASURED debt with a number that can only
#   go down; they are NOT refused.
# ⛔ THE FIRST MEASUREMENT SAID 64 REACHABLE AND 207 TASK, AND IT WAS WRONG BY 22 GATES — kept here because it
#   is the most reusable thing this file knows. `make preflight` landed the same day, reading its 31 arms from
#   scripts/preflight_arms.txt rather than naming them in the recipe, so `make -n preflight` names NO gate
#   while running all of them, and 22 gates that ARE run were confidently filed as run by nothing. ⭐ THE
#   MOMENT A TARGET READS ITS POPULATION FROM A FILE, EXPANDING THE RECIPE STOPS ANSWERING THE QUESTION YOU
#   ASKED. util_gate_wiring.py now follows that one indirection, and its selftest pins it.
# ⛔ AND THE RULING COLUMN IS NEARLY EMPTY ON PURPOSE. Every unwired gate was read looking for one that says
#   in its own header that it is deliberately out of the recipe. NOT ONE DOES. The 8 below are the ceo's
#   ruling of 2026-09-03, quoted from the Makefile's own test-postoffice header — cited, not invented.
#   Everything else is TASK because nobody has ruled, which is the honest word for it.
# TASK-CEILING: 165
# 166 -> 165 (coo 2026-09-25): test_gate_diag_regs_survive.sh retired -- its r10 statement number was removed by design at 2a81a02db, and r11 cannot stand in, because a later box stamp masks a planted clobber; the survival property is test_gate_rtx_entries_keep_the_rtcc_four.sh's.
test_gate_dispatch_gc_safepoint_inline.sh	WIRED	-	-	-
test_gate_dispatch_refuses_placeholder_donewhen.sh	WIRED	-	-	-
test_gate_done_manifest_handoff.sh	WIRED	-	-	-
test_gate_done_runs_the_master_arm_for_codegen_rows.sh	WIRED	-	-	-
test_gate_driver_extension_table_lives_once.sh	WIRED	-	-	-
test_gate_dump_zeta_guard_arm_reads_a_name_only_from_an_op_that_carries_one.sh	WIRED	-	-	-
test_gate_dump_zeta_is_the_emitted_frame.sh	WIRED	-	-	-
test_gate_dyn_caps_ratchet.sh	WIRED	-	-	-
test_gate_emit_fields_read_by_a_template_have_a_writer.sh	WIRED	-	-	-
test_gate_emit_guard_sink_names_its_guard.sh	WIRED	-	-	-
test_gate_emit_no_ir_mutation.sh	WIRED	-	-	-
test_gate_emit_no_lang.sh	WIRED	-	-	-
test_gate_emit_no_slot_alloc.sh	WIRED	-	-	-
test_gate_errlimit_survival_is_measured_per_code.sh	WIRED	-	-	-
test_gate_every_c_to_bb_box_entry_carries_its_hit.sh	WIRED	-	-	-
test_gate_every_graded_suite_has_an_attribute_csv.sh	WIRED	-	-	-
test_gate_fc_side_tables_are_reset_at_every_runtime_compile_entry.sh	WIRED	-	-	-
test_gate_finding_claims_are_folded_before_delete.sh	WIRED	-	-	-
test_gate_findings_live_in_the_findings_directory.sh	WIRED	-	-	-
test_gate_frame_det_leaf_seal_matches_the_emitter_registry.sh	WIRED	-	-	-
test_gate_frame_field_census_names_what_no_template_addresses.sh	WIRED	-	-	-
test_gate_frame_layout_retires_a_dead_graphs_record.sh	WIRED	-	-	-
test_gate_frame_reuse_relation_names_every_recession_edge.sh	WIRED	-	-	-
test_gate_frame_reuse_rung1_straight_temps_share_a_pool.sh	WIRED	-	-	-
test_gate_frame_reuse_rung2_det_leaf_argv_share_one_pool.sh	WIRED	-	-	-
test_gate_frame_reuse_rung3_staged_argv_are_never_addressed_so_never_granted.sh	WIRED	-	-	-
test_gate_frame_reuse_rung3d_the_dead_result_scratch_overlays_a_pool_slot.sh	WIRED	-	-	-
test_gate_frame_reuse_rung3e_a_single_reader_temp_takes_its_sealed_calls_argv_slot.sh	WIRED	-	-	-
test_gate_frame_reuse_rung3f_a_first_occurrence_head_variable_is_its_param_slot.sh	WIRED	-	-	-
test_gate_gate_wiring_ratchet.sh	WIRED	-	-	-
test_gate_gc_a_bare_deferred_expression_name_survives_every_collection_point.sh	WIRED	-	-	-
test_gate_gc_a_bignum_held_only_in_a_heap_aggregate_survives.sh	WIRED	-	-	-
test_gate_gc_a_board_can_say_whether_the_collector_ran.sh	WIRED	-	-	-
test_gate_gc_a_callee_saved_register_at_an_allocating_return_is_named_not_assumed.sh	WIRED	-	-	-
test_gate_gc_a_coexpression_frame_image_lives_on_its_own_stack.sh	WIRED	-	-	-
test_gate_gc_a_collection_over_a_small_live_set_stays_under_its_instruction_budget.sh	WIRED	-	-	-
test_gate_gc_a_fault_names_its_block.sh	WIRED	-	-	-
test_gate_gc_a_frame_never_inherits_a_dead_siblings_map_cell.sh	WIRED	-	-	-
test_gate_gc_a_nested_match_restores_a_moved_outer_subject.sh	WIRED	-	-	-
test_gate_gc_a_no_layout_entry_names_which_of_the_two_populations_it_is_in.sh	WIRED	-	-	-
test_gate_gc_a_poll_site_tests_the_pending_flag_before_calling_the_leaf.sh	WIRED	-	-	-
test_gate_gc_a_procedure_value_held_only_in_a_heap_aggregate_survives.sh	WIRED	-	-	-
test_gate_gc_a_register_resident_box_result_is_spilled_as_a_descr_across_its_poll.sh	WIRED	-	-	-
test_gate_gc_a_safe_point_stores_into_a_mapped_slot.sh	WIRED	-	-	-
test_gate_gc_a_shared_concat_slot_capture_survives_a_collection.sh	WIRED	-	-	-
test_gate_gc_a_stale_read_of_vacated_ground_faults_and_names_its_block.sh	WIRED	-	-	-
test_gate_gc_a_suspended_scan_banks_its_subject_where_the_walker_relocates_it.sh	WIRED	-	-	-
test_gate_gc_a_window_is_spent_before_it_is_collected.sh	WIRED	-	-	-
test_gate_gc_acceptance_never_prints_a_number_over_a_refusal.sh	WIRED	-	-	-
test_gate_gc_aggregate_interiors_are_marked_not_only_slotted.sh	WIRED	-	-	-
test_gate_gc_aggregates_are_collectable_not_immortal.sh	WIRED	-	-	-
test_gate_gc_an_arena_pin_names_the_shipped_window_and_the_record_can_see_it.sh	WIRED	-	-	-
test_gate_gc_an_integer_descriptor_never_enters_the_mark_worklist.sh	WIRED	-	-	-
test_gate_gc_blob_carve_invariant_is_named_and_held.sh	WIRED	-	-	-
test_gate_gc_carve_advances_the_virgin_mark_past_a_straddling_block.sh	WIRED	-	-	-
test_gate_gc_collector_visits_only_mapped_slots.sh	WIRED	-	-	-
test_gate_gc_conservative_auditor_reports_and_cannot_ship.sh	WIRED	-	-	-
test_gate_gc_differential_configs_agree.sh	WIRED	-	-	-
test_gate_gc_dt_data_names_one_pointed_at_shape.sh	WIRED	-	-	-
test_gate_gc_emitted_safe_point_matches_its_contract.sh	WIRED	-	-	-
test_gate_gc_eval_built_names_survive_a_collection.sh	WIRED	-	-	-
test_gate_gc_event_coverage_reports_and_ratchets.sh	WIRED	-	-	-
test_gate_gc_every_allocating_runtime_entry_returns_to_a_safe_point.sh	WIRED	-	-	-
test_gate_gc_every_asm_entry_shim_tags_its_callee_saved_pushes.sh	WIRED	-	-	-
test_gate_gc_every_credited_bare_poll_site_has_a_zero_collection_witness.sh	WIRED	-	-	-
test_gate_gc_every_safe_point_has_a_compile_time_frame_shape.sh	WIRED	-	-	-
test_gate_gc_forced_relocation_moves_every_live_block.sh	WIRED	-	-	-
test_gate_gc_func_table_is_rooted_not_pinned_alive.sh	WIRED	-	-	-
test_gate_gc_icon_allocating_boxes_poll_after_storing_the_result.sh	WIRED	-	-	-
test_gate_gc_instrument_censuses_are_wired_and_trip.sh	WIRED	-	-	-
test_gate_gc_map_table_present_in_both_media.sh	WIRED	-	-	-
test_gate_gc_maps_reporter_runs_beside_the_scan.sh	WIRED	-	-	-
test_gate_gc_no_collection_inside_a_runtime_call.sh	WIRED	-	-	-
test_gate_gc_no_pinned_lifetime_class.sh	WIRED	-	-	-
test_gate_gc_nv_cell_caches_honour_the_memo_generation.sh	WIRED	-	-	-
test_gate_gc_pacing_bounds_a_churning_program.sh	WIRED	-	-	-
test_gate_gc_pas_every_frame_slot_has_a_kind.sh	WIRED	-	-	-
test_gate_gc_pas_heap_cells_survive_forced_movement.sh	WIRED	-	-	-
test_gate_gc_raku_every_frame_slot_has_a_kind.sh	WIRED	-	-	-
test_gate_gc_rbx_is_the_frontier.sh	WIRED	-	-	-
test_gate_gc_record_type_table_is_rooted_not_blanket_marked.sh	WIRED	-	-	-
test_gate_gc_runtime_compiled_code_bakes_no_arena_address.sh	WIRED	-	-	-
test_gate_gc_scan_subject_saves_are_rooted.sh	WIRED	-	-	-
test_gate_gc_table_insertion_order_array_is_rooted_not_pinned_alive.sh	WIRED	-	-	-
test_gate_gc_the_allocating_set_is_a_generated_table_gated_against_the_call_graph.sh	WIRED	-	-	-
test_gate_gc_the_asm_allocator_carves_reused_ground_after_a_collection.sh	WIRED	-	-	-
test_gate_gc_the_birth_ledger_names_a_line_not_a_two_thousand_line_symbol.sh	WIRED	-	-	-
test_gate_gc_the_blob_frame_interior_is_a_static_layout.sh	WIRED	-	-	-
test_gate_gc_the_caller_saved_spill_block_never_holds_a_heap_reference.sh	WIRED	-	-	-
test_gate_gc_the_coexpression_roots_are_typed_and_the_parked_stacks_are_segments.sh	WIRED	-	-	-
test_gate_gc_the_cset_registry_is_rooted.sh	WIRED	-	-	-
test_gate_gc_the_decidable_test.sh	WIRED	-	-	-
test_gate_gc_the_descriptor_kind_sets_are_a_declared_subset.sh	WIRED	-	-	-
test_gate_gc_the_errtext_keyword_value_survives_a_collection.sh	WIRED	-	-	-
test_gate_gc_the_flip_plant_turns_a_stale_pointer_into_a_located_fault.sh	WIRED	-	-	-
test_gate_gc_the_frame_map_anchor_is_the_frame_base_even_when_the_poll_floor_is_above_it.sh	WIRED	-	-	-
test_gate_gc_the_icon_errorvalue_keyword_survives_a_collection.sh	WIRED	-	-	-
test_gate_gc_the_keyword_csets_survive_a_collection.sh	WIRED	-	-	-
test_gate_gc_the_lowerer_registries_are_rooted_not_malloced.sh	WIRED	-	-	-
test_gate_gc_the_mark_walk_is_a_worklist_not_recursion_per_cell.sh	WIRED	-	-	-
test_gate_gc_the_name_save_stack_and_the_eval_tables_are_rooted_not_moved_off_the_heap.sh	WIRED	-	-	-
test_gate_gc_the_pending_prolog_ball_is_a_rooted_cell.sh	WIRED	-	-	-
test_gate_gc_the_plant_says_whether_it_applied.sh	WIRED	-	-	-
test_gate_gc_the_poll_is_a_register_preserving_asm_leaf.sh	WIRED	-	-	-
test_gate_gc_the_prolog_root_cells_live_inside_the_value_region_and_are_visited_by_type.sh	WIRED	-	-	-
test_gate_gc_the_safe_point_census_counts_emitted_paths_not_source_proximity.sh	WIRED	-	-	-
test_gate_gc_the_scan_enter_poll_never_roots_an_unestablished_subject_base.sh	WIRED	-	-	-
test_gate_gc_the_scan_subject_base_is_reloaded_after_a_call_inside_a_scan.sh	WIRED	-	-	-
test_gate_gc_the_spill_record_carries_a_callee_saved_heap_pointer_across_an_allocating_return.sh	WIRED	-	-	-
test_gate_gc_the_spine_cell_grid_is_anchored_at_the_region_base.sh	WIRED	-	-	-
test_gate_gc_the_spine_tagged_cell_walk_is_load_bearing.sh	WIRED	-	-	-
test_gate_gc_the_stack_is_completely_accounted_at_every_collection.sh	WIRED	-	-	-
test_gate_gc_the_stack_walk_stops_at_the_outermost_emitted_frame.sh	WIRED	-	-	-
test_gate_gc_the_stack_walk_survives_valgrind.sh	WIRED	-	-	-
test_gate_gc_the_tiny_arena_is_the_default_of_gc_testing.sh	WIRED	-	-	-
test_gate_gc_the_unmapped_spine_store_witness_answers_its_oracle_at_every_band_point.sh	WIRED	-	-	-
test_gate_gc_the_visited_set_key_spaces_do_not_collide.sh	WIRED	-	-	-
test_gate_handoff_status_lane_scoped_debt_and_refusal_never_reads_complete.sh	WIRED	-	-	-
test_gate_harness_red_carries_a_fingerprint_and_a_shard_run_says_so.sh	WIRED	-	-	-
test_gate_harness_refusal_is_rc2.sh	WIRED	-	-	-
test_gate_harness_shard_reads_the_outside_list_from_the_unsharded_entries.sh	WIRED	-	-	-
test_gate_heap_exhaustion_at_the_cap_is_a_reported_error_not_an_abort.sh	WIRED	-	-	-
test_gate_icn_a_closed_file_raises_212_on_read_and_213_on_write.sh	WIRED	-	-	-
test_gate_icn_a_one_character_substring_swap_builds_one_string.sh	WIRED	-	-	-
test_gate_icn_a_procedure_returns_its_variable_when_its_result_is_one.sh	WIRED	-	-	-
test_gate_icn_a_record_field_under_a_subscript_section_bang_or_random_is_a_variable.sh	WIRED	-	-	-
test_gate_icn_a_spine_opened_plain_procedure_fails_forward_on_redo.sh	WIRED	-	-	-
test_gate_icn_a_string_with_an_embedded_nul_subscripts_by_its_length.sh	WIRED	-	-	-
test_gate_icn_a_suspended_variable_images_as_a_variable_not_its_value.sh	WIRED	-	-	-
test_gate_icn_a_suspended_variable_survives_the_procedure_boundary.sh	WIRED	-	-	-
test_gate_icn_a_trapped_substring_past_its_shrunk_subject_raises_205.sh	WIRED	-	-	-
test_gate_icn_a_variable_operand_derefs_at_the_operation.sh	WIRED	-	-	-
test_gate_icn_alternation_beyond_32_arms.sh	WIRED	-	-	-
test_gate_icn_apply_invocation_of_a_generator_opens_one_level_not_two.sh	WIRED	-	-	-
test_gate_icn_argcheck_filter_admits_every_table_row.sh	WIRED	-	-	-
test_gate_icn_args_of_a_variadic_procedure_is_negative.sh	WIRED	-	-	-
test_gate_icn_argument_type_discipline.sh	WIRED	-	-	-
test_gate_icn_assignment_through_a_section_element_or_keyword_stores_like_icont.sh	WIRED	-	-	-
test_gate_icn_augmented_scan_over_an_alternation.sh	WIRED	-	-	-
test_gate_icn_bal_argument_types_raise_as_icont.sh	WIRED	-	-	-
test_gate_icn_bal_generates_every_balance_point.sh	WIRED	-	-	-
test_gate_icn_bal_is_a_backtracking_generator.sh	WIRED	-	-	-
test_gate_icn_bang_on_a_file_generates_whole_lines.sh	WIRED	-	-	-
test_gate_icn_bounded_expression_releases_suspended_frame.sh	WIRED	-	-	-
test_gate_icn_builtin_name_in_lvalue_base_position_carries_its_value.sh	WIRED	-	-	-
test_gate_icn_byname_generator_call_inherits_the_scanning_environment.sh	WIRED	-	-	-
test_gate_icn_byname_generator_region_is_not_on_the_arena.sh	WIRED	-	-	-
test_gate_icn_call_site_parity_at_proc_call_open.sh	WIRED	-	-	-
test_gate_icn_call_traces_its_call_line_exactly_once.sh	WIRED	-	-	-
test_gate_icn_coexpression_image_counts_activations_like_icont.sh	WIRED	-	-	-
test_gate_icn_converted_arith_error_reports_its_own_number.sh	WIRED	-	-	-
test_gate_icn_cset_operations_and_a_substring_assignment_follow_iconx.sh	WIRED	-	-	-
test_gate_icn_display_reads_every_activations_locals.sh	WIRED	-	-	-
test_gate_icn_dump_ast_shows_the_parsed_program_and_pruning_stays_a_lowering_step.sh	WIRED	-	-	-
test_gate_icn_errorvalue_is_absent_when_the_error_carries_none.sh	WIRED	-	-	-
test_gate_icn_field_access_on_a_non_record_raises_107.sh	WIRED	-	-	-
test_gate_icn_find_takes_negative_positions.sh	WIRED	-	-	-
test_gate_icn_function_builtin_names_dispatchable.sh	WIRED	-	-	-
test_gate_icn_gc_a_scanned_subject_with_an_embedded_nul_keeps_its_length_across_a_collection.sh	WIRED	-	-	-
test_gate_icn_generator_exhaustion_traces_failed.sh	WIRED	-	-	-
test_gate_icn_generator_records_its_activation.sh	WIRED	-	-	-
test_gate_icn_generator_regime_calls_the_runtime_at_c_parity.sh	WIRED	-	-	-
test_gate_icn_generator_return_ends_the_activation_and_varargs_image_as_the_list.sh	WIRED	-	-	-
test_gate_icn_generator_return_traces_returned_not_failed.sh	WIRED	-	-	-
test_gate_icn_global_names_are_not_governed_by_snobol4_keywords.sh	WIRED	-	-	-
test_gate_icn_if_without_else_invocable_arity_and_string_continuation.sh	WIRED	-	-	-
test_gate_icn_integer_and_real_refuse_a_c_hex_string.sh	WIRED	-	-	-
test_gate_icn_ipl_calc_reports_erroneous_input.sh	WIRED	-	-	-
test_gate_icn_ipl_cutter_detects_a_nondeterministic_program.sh	WIRED	-	-	-
test_gate_icn_ipl_row_is_the_and_of_both_modes.sh	WIRED	-	-	-
test_gate_icn_ipl_scan_resume_and_limit_flips.sh	WIRED	-	-	-
test_gate_icn_keyword_variable_argument_dereferences_at_the_call.sh	WIRED	-	-	-
test_gate_icn_link_takes_any_number_of_files.sh	WIRED	-	-	-
test_gate_icn_list_and_reads_size_argument_is_gated_like_iconx.sh	WIRED	-	-	-
test_gate_icn_loadfunc_returns_a_callable.sh	WIRED	-	-	-
test_gate_icn_monitor_icx_links_what_scrip_links.sh	WIRED	-	-	-
test_gate_icn_no_stack.sh	WIRED	-	-	-
test_gate_icn_one_reg_frame.sh	WIRED	-	-	-
test_gate_icn_open_directory_reads_entries.sh	WIRED	-	-	-
test_gate_icn_outside_baseline_is_read_and_mirrored.sh	WIRED	-	-	-
test_gate_icn_port_trace.sh	WIRED	-	-	-
test_gate_icn_pow_large_integer_exponent.sh	WIRED	-	-	-
test_gate_icn_range_operands_must_be_integers.sh	WIRED	-	-	-
test_gate_icn_real_str_is_icons_own_convention.sh	WIRED	-	-	-
test_gate_icn_record_field_name_is_not_a_procedure.sh	WIRED	-	-	-
test_gate_icn_return_from_inside_a_scan_block_restores_the_enclosing_scan.sh	WIRED	-	-	-
test_gate_icn_reversible_exchange_on_a_global.sh	WIRED	-	-	-
test_gate_icn_rundir_contract.sh	WIRED	-	-	-
test_gate_icn_scan_argtype.sh	WIRED	-	-	-
test_gate_icn_scan_find_and_match_carry_a_literals_length.sh	WIRED	-	-	-
test_gate_icn_scan_subject_must_be_string_convertible.sh	WIRED	-	-	-
test_gate_icn_seq_null_argument_defaults.sh	WIRED	-	-	-
test_gate_icn_seq_takes_a_variable_step.sh	WIRED	-	-	-
test_gate_icn_string_builtins_refuse_a_non_string_argument.sh	WIRED	-	-	-
test_gate_icn_string_escapes_match_icont_including_unknown_and_uppercase.sh	WIRED	-	-	-
test_gate_icn_string_functions_carry_an_embedded_nul.sh	WIRED	-	-	-
test_gate_icn_string_invoked_to_by_is_a_generator.sh	WIRED	-	-	-
test_gate_icn_subscript_index_is_checked_and_the_account_is_written.sh	WIRED	-	-	-
test_gate_icn_tag_single_source.sh	WIRED	-	-	-
test_gate_icn_the_cset_registry_is_weak_so_a_dead_computed_cset_leaves_the_collector.sh	WIRED	-	-	-
test_gate_icn_traceback_corpus_pairs_are_oracle_exact.sh	WIRED	-	-	-
test_gate_icn_traceback_names_the_source_file_not_the_last_argv.sh	WIRED	-	-	-
test_gate_icn_traced_call_reports_its_own_call_site_line.sh	WIRED	-	-	-
test_gate_icn_unreferenced_linked_procedures_are_not_emitted.sh	WIRED	-	-	-
test_gate_icn_write_is_byte_exact_through_an_embedded_nul.sh	WIRED	-	-	-
test_gate_icon_arguments_dereference_at_the_call.sh	WIRED	-	-	-
test_gate_icon_features_and_preprocessor_symbols_agree.sh	WIRED	-	-	-
test_gate_icon_m4_invocation_is_pinned.sh	WIRED	-	-	-
test_gate_icon_master_entries_compile_under_icont.sh	WIRED	-	-	-
test_gate_icon_scratch_names_are_not_tracked.sh	WIRED	-	-	-
test_gate_icon_shipped_trees_compile_under_icont.sh	WIRED	-	-	-
test_gate_icon_shootout_is_ceo567_conforming.sh	WIRED	-	-	-
test_gate_ir_reading_voids_a_dead_run.sh	WIRED	-	-	-
test_gate_kw_integer_hex_refused.sh	WIRED	-	-	-
test_gate_ladder_asserts_stderr.sh	WIRED	-	-	-
test_gate_ladder_forms_check_selftest.sh	WIRED	-	-	-
test_gate_ladder_walk_v4_exempts_package_class_rows.sh	WIRED	-	-	-
test_gate_lib_master_extract_refuses_without_a_language.sh	WIRED	-	-	-
test_gate_library_driver_generator.sh	WIRED	-	-	-
test_gate_logtalk_population_is_named_and_sums.sh	WIRED	-	-	-
test_gate_make_test_loops_and_reports.sh	WIRED	-	-	-
test_gate_master_banner_seq_is_position.sh	WIRED	-	-	-
test_gate_master_boards_publish_xpass.sh	WIRED	-	-	-
test_gate_master_builder_reindex_only.sh	WIRED	-	-	-
test_gate_master_companions_resolve.sh	WIRED	-	-	-
test_gate_master_order_is_the_builders_order.sh	WIRED	-	-	-
test_gate_master_sidecars_cover_stdin_and_argv.sh	WIRED	-	-	-
test_gate_master_suite_builder_contract.sh	WIRED	-	-	-
